Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Saint Kitts y Nevis,KNA,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,"4,239814841","8,0625940457","8,8955509259","1,8873395373","0,9213205645","1,6475238445","9,4309437868","9,1579321652","11,5318376847","7,2467359798","10,0078030629","6,3263702929","5,7960501562","-1,637154246","3,356301634","5,3924223976","3,9127723034","4,0234400643","4,4994491032","5,4561227815","-1,7781906791","1,8497618837","8,5033080489","4,0518219181","0,7585972965","-4,2789209756","3,6636833797","9,3922908153","2,8224935264","0,2988968086","10,8460957764","-3,6449384402","-0,202950713","1,236460689","-0,8300605241","5,6213017622","7,3161352217","0,6920285152","3,9370529334","0,227233139","2,0547824778","2,9368746075","-15,230082749","0,5556618131","10,4045735702","3,218896971"
"Corea, República de",KOR,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"3,8095547622","0,9666423745","6,0264258743","6,6477695176","4,6246224453","9,2131018765","6,562089374","10,5701552741","11,9974712271","7,6750525285","8,3876428794","5,2217689338","12,8844421186","7,6521908682","6,0412350593","11,4281546279","10,5982015291","9,28013073","7,0352593379","-3,1666205217","5,5859026677","6,6766189145","11,7170214097","9,1957957604","6,7823293395","10,2253519208","11,6186656304","10,8964951913","6,019063097","8,8004294705","9,6869989294","5,1007816958","5,7972855171","8,1747641514","8,5171530445","6,8676244884","5,1796297658","-5,8118196273","10,6774505835","8,1526896596","4,051006403","7,1043331095","2,6140398273","4,7812861532","4,0876451466","4,7129276549","5,2663611457","2,2337522598","0,2752689803","6,2740198887","2,8914119943","1,865599496","2,6961509613","2,5562195088","2,2684294007","2,5391447288","2,8701969615","2,4622462161","1,8889146004","-0,8462122378","4,4391212932","2,8052376287","1,2782352431"
Kuwait,KWT,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,"0,0696006704","-2,3587284847","-12,0324686799","-18,0491626259","-17,5229059343","-0,0333121905","-9,8942584165","0,743493941","7,1897781069","-23,8130061712","-23,0045073465","-16,0147667169","2,7712500989","0,7187340298","-8,0651195284","4,2032540371","3,9024035029","-13,4608244309","21,286686758","-2,6620050704","-26,2349435507","51,0971924123","31,3155927702","9,2646807321","3,9640428435","-2,2356249473","-0,9095484948","0,3533809666","-4,8169547037","1,5847502058","-2,6432652052","0,212209154","14,3032998555","7,5796107846","6,5554966157","1,6916014575","-0,0699930923","-3,0932247054","-11,8832180694","-7,2731893773","2,6379496689","-1,2525608489","-5,8368859339","-2,5733828743","-3,1944129441","-0,6168150856","-6,4867891081","-2,1282781576","-1,4472688576","-3,5218553218","4,3376243563","5,6718422167","-3,1654626221"
América Latina y el Caribe (excluido altos ingresos),LAC,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"3,2258663501","1,4582890689","-1,0485726025","4,6573759753","2,9938719061","1,8438298564","1,7128442727","4,6842392935","4,1989676828","4,1524437496","4,3491475223","5,1065892693","6,07314126","4,0972763481","1,778784428","3,0492720559","2,3205856139","1,873759387","4,8872853264","4,2357863555","-1,1332352074","-1,8619786356","-4,1411573701","1,7652217317","1,0599876629","1,3304980562","1,1738657309","-1,5509739772","-0,4996108575","-2,3255421109","0,9087088859","0,3113712385","2,5292703287","3,4590122169","-1,270758849","2,1788435896","3,6100271882","1,1917199705","-0,9881619251","2,1081256766","-1,2359757586","-0,9953657453","1,0767576993","3,9465683772","2,7082535729","4,0013369818","4,1224638466","2,5838004555","-3,4717291854","5,5620202092","3,247092995","1,2295597309","1,6557859122","0,2279770433","-0,7454325664","-1,5090282532","0,9437263271","0,4663560533","-0,3850784082","-7,3865762988","6,0046181125","3,1643052992","1,432297317"
República Democrática Popular Lao,LAO,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,"2,2155326137","1,9747567571","-4,196711301","-4,7819321655","10,9619268027","3,7142141608","1,4105840757","2,692820532","3,1052034226","5,3998100844","4,435925088","4,4589665972","4,6596758187","2,057761912","5,4348840816","4,0299603702","4,0490696141","4,2864605797","4,5202204018","4,8991547638","5,5556992965","6,9091674072","5,9092356487","6,1640347882","5,8785488946","6,9223993242","6,4742431385","6,4912814369","6,5216466567","6,1531330529","5,753411005","5,4085864046","5,2649284398","4,646555619","3,8924479033","-0,9709414377","1,0693803181","1,2830902928","2,3281541778"
Líbano,LBN,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-43,5669015185","24,1319278112","46,4706866047","13,992535684","8,6369931827","6,1771029165","4,5268020092","9,2279871339","-0,7485745416","1,8986019376","-2,1929084245","-0,3145872254","2,2177244929","2,086572103","1,8948044057","5,0473515796","1,1764254508","-0,1032940086","7,2709609764","7,3284140684","8,8179006672","7,0097827762","-0,1174503186","-0,0750403223","-5,3231509386","-7,2425909822","-1,4938476112","3,8314472238","3,3700379527","0,7271508419","-4,1952255124","-19,748428475","-5,8323667767","1,2409294716",
Liberia,LBR,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"-0,0202343652","-1,1234771367","-0,2389381449","2,5526441999","2,1792227648","5,0107319723","4,0680955053","2,1172511295","4,5476444282","3,9168157144","2,2435388783","1,4820998146","-4,8314026629","1,9457105014","-6,0873494405","2,4397072658","-1,2624213593","1,7786207533","0,2528745165","-6,9078079118","-4,9659305383","-5,1924108841","-4,7596874848","-5,0358647921","-3,7444512281","-4,4986237029","-3,780250329","-4,7397583281","-28,6558817465","-44,4298862396","-2,2608859391","-38,6716410385","-35,4940337949","-21,4835552004","-5,0358633213","8,9903163275","90,7580606762","17,5819250897","15,1729571695","23,9300999683","-0,0629015939","1,0863539953","-30,7015402644","1,3948294091","0,6439072927","2,1317573441","4,1879853452","2,8657668659","2,0329352441","3,0675012739","4,0293525539","4,2394828104","6,3410407454","-1,3504482697","-2,0330298394","-3,5164555098","0,521366332","-0,7615548204","-4,3434558864","-4,9332022731","2,8472821031","2,6484697712","2,4751811831"
Libia,LBY,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"6,0481576827","27,6560886654","29,97425094","40,0362957462","24,5329722728","15,882069573","8,6895113503","30,8609049946","10,451350957","2,4025896782","-7,6545352111","6,1723672188","-1,5583400442","16,8564874538","-1,0734192393","16,674236372","3,3691970391","-1,8798658054","3,5119779466","-4,2696986676","-23,0669300962","-2,0247423919","-6,9770147488","-8,796770688","4,8053987431","-14,0537738655","-17,1404306831","4,6464689899","4,3837868989","1,1022465505","12,8586134762","-4,9634215915","-5,8838042518","-0,1807797616","-4,1162067561","0,2905851276","3,4468024873","-5,074508229","-0,7848116552","1,7324745268","-4,0181959269","-3,330060348","10,2161450746","1,7999032677","8,9882667721","4,0867517798","4,0728989895","-2,2650126429","-6,381578806","2,8950385307","-47,8999860082","96,9564198994","-19,5783572081","-24,4631614707","-2,3554369236","-2,9015901079","30,4963013786","6,2828368957","-7,3012371678","-58,8497747099","150,4314712815","0,1897919592","-2,7581130831"
Santa Lucía,LCA,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,"8,4213674843","1,9977368794","-3,9649679559","4,3575125728","0,2378604693","3,1298790483","5,4713131351","6,5535424398","12,6547174801","2,4269500514","12,3553729983","7,5867065566","8,466688673","-0,9928788145","6,3664408967","-0,8890466799","0,2719033965","0,5547472528","1,8390093469","-1,642765859","5,33714001","1,7616868476","-0,7315689587","-4,0660684828","-0,3314022307","3,4665456834","6,4888924922","-1,1009882211","5,5037473563","1,0554313212","4,2906493973","-3,4656815465","-0,4019060634","3,5936330909","-0,6736317734","-2,4860490388","1,0409585847","-0,3647003014","2,9647021456","2,9419823243","2,4674538576","-1,0405897341","-24,7798683598","11,9712797517","17,9401418481","2,9644530603"
América Latina y el Caribe,LCN,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"3,22998192","1,4597003879","-0,6969355115","4,3697201027","2,8587125079","2,2030952327","1,6674009985","4,4125956279","4,1855034386","3,9191323146","4,2945256127","4,5990231421","5,4232030781","3,739556691","1,1789222158","3,020106553","2,4700383907","2,1333309623","4,9595723833","4,2770864543","-0,9357076398","-2,2520689201","-4,3112322882","1,7687741474","1,0692292019","1,4538716105","1,3196061594","-1,2950274101","-0,1834700602","-2,2290489023","1,0596268307","0,7431926383","2,5741802382","3,4246189238","-0,8588996891","2,277545394","3,7202933051","1,3901487835","-0,8303448209","2,1060019694","-0,9541177551","-0,8943014334","1,1264332048","4,1087556168","2,6545728166","3,8822106753","3,9734382273","2,4871887462","-3,3442588788","5,2801555478","3,2321972696","1,4373894343","1,6623588265","0,2813159306","-0,6171426086","-1,3315582525","0,9047213333","0,64574671","-0,1658659941","-7,4010623712","6,2705550776","3,3052646883","1,4073607019"
Países menos desarrollados: clasificación de las Naciones Unidas,LDC,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,"4,8993260601","-0,435669822","1,0770275568","1,1021141871","0,7985032536","-1,4509809443","2,4999948215","0,603869298","-3,1464820308","-0,4956290837","-3,6742777143","-0,2670245283","3,0549860435","-1,9661022658","1,4864329368","-0,3091430862","-0,9224865439","-0,7228265127","-0,2680471427","0,2283952469","-1,4133659673","-1,0209138464","-0,3774213892","-0,9848357952","0,7985817719","1,5875362009","0,2369310734","-0,7361047366","-2,4052800352","-0,6706187192","-2,1745916362","-2,9879514384","-1,8853069572","3,156180244","3,0038730593","2,8502243418","1,526229869","1,5385607268","1,8625337911","2,3989760296","2,6116503943","2,3150284966","3,789784787","4,8298224035","4,3167247373","4,7947203322","4,0203451459","1,8448652201","3,7419484045","0,7443612049","0,6716657402","3,1645786222","3,084187165","0,2522994945","1,1922613425","1,9652815591","2,083946656","2,5304145222","-2,4462377936","0,357165441","2,247667015","1,3791651672"
Países de ingreso bajo,LIC,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,"0,8267548161","2,9474510591","0,1754460486","2,0443834147","-0,7598956503","-1,0635522505","3,1178157666","-0,0685399733","0,5185486906","0,3058636834","-2,6862776045","-2,3135134663","0,6478825298","0,9200085914","-1,1284087563","-1,0962581155","-3,4154700895","-1,9092305776","0,0687341584","2,429163041","0,9416664277","-2,6730832263","-5,1837466648","-1,2759858585","-2,8763667784","-2,0151954743","-1,2935544736","2,1341563705","2,7271279095","3,2674377507","1,2708134886","-0,1160497251","0,5016148819","1,5830973582","1,7701980161","1,7433483012","3,1374708421","3,5572011593","2,7975388302","3,0176944877","2,5615654267","1,2248756501","3,9908733329","-2,0158623388","-5,8141735688","0,7111856146","1,840975244","-3,0411838977","-0,6244531644","0,3092177817","0,6426550328","1,3593331803","-2,4082004449","-0,6406493266","1,0131029127","0,2621798418"
Liechtenstein,LIE,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,"-0,3531057831","0,0144743453","-0,0579312143","-0,0688280788","-0,0613078487","3,0317824191","3,0554628759","3,0188301895","3,0095727631","3,137202849","3,3963919299","-2,9040775808","-0,873686669","2,8449719475","5,5621821781","2,5678412304","7,7118011658","4,114159496","2,9701321513","0,8025260584","0,3946330648","2,1617495973","2,833796007","5,3393345057","4,3571668188","5,3803737624","5,7637409801","6,3552444961","8,9721789925","1,9356445644","-1,7740625428","-1,9254169162","-2,8230114424","2,1379548544","3,9101532661","7,7543594692","2,5587351601","1,0763201609","-1,9166377811",,,,,,,,,,,,,,
Sri Lanka,LKA,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,"1,3489424401","0,0754194534","1,4321900696","0,1105147999","2,5654564198","3,9435180982","3,3379272832","5,2957701707","1,5870748324","-0,8216149886","-2,4139675418","4,9822160514","1,922354307","4,2263283418","1,4980003243","3,25317526","3,7792067598","4,4786962927","3,9813667729","3,9242513698","2,5236982272","3,3434435893","3,6812667928","3,5655081655","2,9124431743","0,3169192365","1,0883778678","0,9937259256","5,0794712194","3,3237501143","3,1687086891","5,6937441344","4,5086512903","4,537642718","2,9788925968","5,67513558","4,0684826543","3,6881975162","5,4018470917","-2,2942349656","2,9287013949","4,8839332095","4,4320157916","5,2511722692","6,6017255406","5,6907613355","4,8690084449","2,5439162714","7,0434944876","7,6734935702","7,818600932","3,4874171464","5,8385576306","3,731046585","4,6182348507","6,0581448214","1,5396331343","-0,8291467143","-5,1292631207","3,0927913493","-7,4511929889","-1,6596151301"
Países de ingreso mediano bajo,LMC,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"0,7934195863","1,295485764","3,5443435245","3,958835389","-0,3583317225","-0,9653921361","-0,7248778422","1,4687794553","5,3438493408","4,7079759165","2,4547649112","-0,5940456067","2,1059597138","2,3666093459","1,0778091373","3,0177862949","3,2043514198","1,3269967531","-0,8558158057","2,6080249356","-0,5883362503","-0,3432491444","-0,2523755403","0,1946930948","1,4489649954","1,3356734231","1,1342147099","4,1868626452","1,2587961713","2,5726713297","-0,2150292358","1,4242627252","0,132047712","1,7649599022","2,8945659483","4,1493783169","1,8605953527","2,4249441464","3,2779638984","2,1496817343","2,2998084035","2,5287987528","3,9872361657","5,1414682303","4,8250870656","5,1312804065","5,0962793632","2,865366196","4,2163226878","5,0865485979","3,0159640176","3,4657649652","3,9805264798","4,430423991","4,3183175907","4,1093885633","3,8971559407","3,9164121712","2,5968739465","-4,9199792112","5,2480157417","4,516768629","3,9429925392"
Ingreso mediano y bajo,LMY,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"-0,3712887231","1,5647847069","2,2391978554","5,2407049894","3,5183718479","2,3284099141","0,7215278932","3,5178375832","5,4685123466","5,2705907485","3,6045534529","3,6745478458","4,3907414772","3,6239731241","2,0188682355","4,0273400806","2,4420880608","1,5740403262","2,4389975811","2,5950243457","-0,1796848971","0,6587426489","-0,5119672248","2,5045512174","2,299245482","1,5447064298","2,4815291868","1,9479187791","0,9960340426","1,041180149","0,8473151337","2,3144281891","3,1248277093","3,2702049987","2,7755358076","4,4173510759","3,8790882311","1,6210209671","2,0014828372","3,8922710537","2,0441302382","3,1563967882","4,3092303918","6,104759255","5,7891373052","6,7012115667","7,3531099046","4,4782201437","2,5637090041","6,6828762256","4,9131092275","4,0097244905","4,1498580686","3,7351127258","3,3513404865","3,397709573","3,9752348482","3,6662632052","2,815157749","-2,3362428215","6,2790293779","2,9015340031","3,4762238466"
Lesotho,LSO,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"-1,2219600136","11,8357662063","7,2716195985","4,9970250071","-0,9340782861","-3,5039355113","7,1605298912","-3,9289469872","-2,0415948369","-1,374184571","1,5039385807","-3,6009798383","22,131876028","7,2279678935","-16,4157000702","7,4875404931","18,2372020501","15,0480831752","0,0599176566","-5,4223391265","-2,0760450836","1,5869448228","-0,8083175955","2,6547469217","-0,1462122259","1,9667468776","-1,591229708","6,4224051785","3,7981102686","4,1647103976","5,1826504415","5,2875411772","2,0291008287","4,584071738","2,0392675773","4,4617762912","2,7845818447","0,8698196029","0,0425293751","3,647539579","3,5179191221","0,8216083795","4,79606926","2,0840061667","3,8826188074","4,2640515516","3,8367628538","4,9125517893","-1,9494449506","4,5630319425","3,8498925289","5,4521918662","0,8491255166","0,6764259977","1,9909058863","2,383745829","-4,3316464301","-2,7087540745","-2,6442329414","-8,6245869645","0,6314931856","0,2149853207","-0,1623485673"
avanzada del dividendo demográfico,LTE,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"-3,9178927054","1,6103815294","1,7650482682","4,8604656134","4,2784139758","5,1409175105","-0,4914000119","2,838753129","7,4018581891","8,2496446669","6,0110458432","5,5692950482","7,6083756056","3,0206150342","2,5319594262","4,8891462107","4,723132859","5,1052182801","6,1912405855","5,8747918675","-1,2258088522","0,3739061095","0,2119173177","6,2953098241","5,7010405923","4,2082275556","4,767244501","3,4978002019","3,2078092132","-1,1370515765","-0,8227035745","-0,4288378952","3,1365072025","3,3003064265","4,5310687508","4,0395459529","4,5773069259","1,8971505777","3,7418407893","6,1772752781","4,4352623373","5,2743815006","6,130003618","7,4922170019","7,0543140509","8,5853494642","9,5103559161","6,2322855801","3,0368775551","7,3762139574","6,5128490691","5,0513806291","4,8430189006","4,4910133694","4,0286210637","3,826213697","4,640984255","4,8524152925","4,1700495483","-0,1413766048","7,2205491617","3,0824209962","4,1225613489"
Lituania,LTU,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,8359881976","-21,1734221345","-15,8287446068","-9,1376468059","4,0882006085","5,9610772094","9,1130278754","8,2571790623","-0,4376872089","4,4274758479","7,4075197962","7,6118272562","11,4677174839","7,7730012075","9,5010441823","9,1426170369","12,4352501755","3,6752409257","-13,8877533571","3,8053155903","8,4611090639","5,2460024589","4,603327729","4,4310876545","2,9889129706","3,8298412641","5,7510465574","4,9903538555","4,9431000016","-0,0513690845","6,0587708955","1,3259241765","-1,7331662372"
Luxemburgo,LUX,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"2,8878467413","0,124677246","2,3699292327","6,6645770259","-1,8578415954","0,3806801936","-0,1123439624","3,9186432741","9,4352128601","1,2585912948","1,6927941992","5,3129305276","7,1227590973","2,862306114","-7,586477105","2,0281017423","1,393535558","3,8883882135","2,1061461243","0,482546852","-0,8436729481","1,0483007076","2,961752859","6,0778481946","2,5932443177","9,4915784899","3,2794638557","7,6791060421","8,7353155873","4,0098102085","7,1984061937","0,4760770039","2,8112213085","2,4166290368","0,0172999218","0,027251338","4,1066407113","5,3558373863","6,7239668034","5,5104093952","1,8545746814","2,1496098989","1,3798933589","2,7608881807","0,9267657607","4,3391083145","6,4420313663","-2,0664739018","-5,0142630126","1,8835473098","-1,1767978669","-0,7621834095","0,8146523085","0,2325644415","-0,1154763055","2,7397918015","-1,1161129624","-0,7143259222","0,9154658459","-2,5473461065","5,5535021689","-0,6438382582","-3,3890219062"
Letonia,LVA,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,1807171746","-31,1775189816","-3,0907129343","3,9147913524","0,4776963533","3,7500734675","9,92718276","7,3433415148","3,5959828306","6,6993125563","7,7055677342","8,3395752842","9,4757409357","9,4723365381","11,9232660209","13,0036480962","10,8429124952","-2,2269657657","-12,8328031209","-2,4461576827","4,4584469147","8,3782237972","3,1063793963","2,8663625941","4,7391826061","3,3084343976","4,2321161654","4,8039139248","1,2892626997","-2,8348528072","7,6356041039","3,2344990223","-0,4079713261"
"Región Administrativa Especial de Macao, China",MAC,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,"6,0724596414","4,4056305267","-3,1570361692","2,4926856169","9,7790437136","3,6011091295","1,0216237789","4,0058228572","0,1802476556","10,2624222543","2,8810723379","2,0898504638","1,2480498752","-2,3046379166","-2,0721980492","-6,1834964869","-3,9052919908","4,1850040421","1,195327285","6,3570500923","8,534705566","23,1695907141","5,180369183","10,3978181252","11,4851468736","0,7123515534","-1,3334479353","21,9173913022","18,6974378858","7,0372345638","8,7728054069","-3,7981387938","-22,9268492908","-2,4935243967","7,809255426","4,3813272888","-4,4225374207","-55,1886811818","21,6780542811","-22,369886248","78,2316098799"
Isla de San Martín (parte francesa),MAF,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,6950599657","5,6304041826","-7,1599058674","-6,2497881927","8,8505215157","-10,973261279","6,8864933423",,
Marruecos,MAR,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,"7,1082392351","6,9809308285","5,5187151842","1,9670551529","2,8805525542","-0,1216737847","1,0125985164","3,0353279542","5,0020337433","8,1462760146","3,3738872502","-0,4182058004","2,0663857779","0,9040551971","-4,3483385269","6,1091240142","-1,1993699185","3,8245491976","3,5403796975","6,9175913255","-2,2855236212","9,7849032763","1,0142004815","1,6214025233","5,4142743523","-3,6971858849","-2,3112620941","8,912117526","-6,8360456181","10,6742687334","-3,0227289851","5,6810087647","0,2740592333","1,1924509405","6,287009011","2,3798601963","4,8490339622","3,2424852341","1,8077511687","6,3544106843","2,084644631","4,3081123362","2,393913413","2,1227068099","4,0847612955","1,6440066548","2,6996346358","1,3576132027","3,022429876","-0,7220026506","3,7922770237","1,8994458958","1,8026571821","-8,1639652855","6,8807313338","0,2154704378","2,1218053799"
Mónaco,MCO,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,"3,7742794295","3,4752259948","5,64960842","3,8129081864","-1,9891383949","2,9037923044","2,1957818761","2,7360032127","2,4500165272","0,7766126746","0,1529950387","1,3587681588","-0,2948365141","-0,0230869176","0,2964221165","1,1739491082","1,3416106144","3,5386465178","3,2078387781","1,7939864335","0,2384447203","0,609533512","-1,648504886","1,4666604924","1,3743513548","0,3552472777","1,4409188296","2,728814454","2,710598874","3,6829805619","2,2538770574","1,2074237174","1,3065034394","2,7247849103","2,1767962639","6,2236885633","15,1147022759","0,6163046214","-12,809461462","-0,3250589407","4,6041476682","-1,1855983085","7,3345179697","5,1537098668","3,0092496644","2,100307102","-2,9734539364","5,8231971598","7,0690031589","-12,7472194563","22,651340456","11,757881179",
República de Moldova,MDA,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-16,2043208535","-29,1574467162","-1,1732973829","-30,7316036349","-0,9197196923","-5,688417961","2,0236873523","-6,5044297643","-3,2164132674","2,3155856048","6,3375326939","8,0499322492","6,9006112835","7,6660870534","7,7618862447","5,0916680157","3,2389468356","8,0053919548","-5,8812377146","7,2069746114","5,8793851234","-0,5767008684","9,0730755766","5,0636658104","0,429158888","5,8701757643","5,9904119982","5,9203671819","5,2228098496","-7,2632697677","15,6557976122","-2,8861914454","2,8907057914"
Madagascar,MDG,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"-0,5563105005","-0,3488728303","-3,4789432744","1,2707320447","-3,0428584239","-0,6176662897","2,7073097165","3,9155361146","0,8301021467","2,2729990979","0,8799712347","-4,2218455388","-5,5320622469","-1,0344960036","-1,7436355319","-5,9241804986","-0,6331081806","-5,4960340044","6,677792801","-1,9340385584","-12,3387599209","-4,6311831181","-1,8876532744","-1,033305583","-1,62094635","-0,8388688166","-1,6315222155","0,4886065279","1,0983895201","0,1257742331","-9,0799766653","-1,8495860113","-1,0113402747","-3,1370857088","-1,4959783703","-1,0445042045","0,4558193962","0,7007417141","1,5048423143","1,3292527462","2,8519231669","-14,9640325429","6,6112202646","2,2207475622","1,7378595591","2,3584593659","2,6617483814","3,6504965029","-6,7228448404","-2,2235258155","-1,2264822023","0,2388468405","-0,3964845902","0,6596912206","0,4972877859","1,3383460259","1,2819054385","0,5920668531","1,8075321253","-9,4145297717","3,214662665","1,3563374138","1,5370401153"
Maldivas,MDV,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,"2,0418853059","-0,6440278788","-1,3955066289","2,6813484445","-10,6774515742","-2,3631961395","8,0831805592","11,5732956241","7,695463243","15,2929701407","8,6185382739","-5,7130628454","13,1343291359","23,4791200576","11,7816897765","5,5667234606","5,0829852349","5,1753395143","5,9271663195","13,3026882962","-1,7004325751","3,5545969529","2,6761719774","5,0339707057","10,3572617919","5,5558672493","6,3032302776","5,6274363273","4,5282993582","2,2298991864","-5,5540236535","5,4480637218","11,8587186669","4,0970939412","-12,6351266838","20,7031942568","3,5897245364","5,1764913642","-11,3558497962","3,130837076","4,8423610919","-1,0961951969","3,4428081804","3,6596545547","-0,5262732189","2,1920602005","2,9327165157","4,8259144415","4,1613181909","-34,2038639987","35,833872833","13,3999769852","4,5247673664"
Oriente Medio y Norte de África,MEA,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,"2,6212610628","7,9225215038","6,9355100905","9,0202243849","3,8333301988","4,9593222343","9,7107316837","7,8326944251","14,2563134066","7,6061137204","12,2013166476","8,7535928955","5,9926840443","-4,1658007293","11,2814645255","0,7948154822","-5,0413503798","2,8879911274","-2,2272915948","-3,652657236","-6,461511701","-5,1211460247","-3,4159809315","-3,3488441403","-2,0953719404","-3,2699878148","0,199771527","0,6491312346","6,4837667893","0,7314944936","3,1290158992","-0,2665529457","0,711201917","0,7479273879","2,7427193644","1,8995366156","2,23174107","-0,0897231851","4,5814691534","-0,5320814651","-0,3794661921","3,1233026807","5,7180580944","2,7828918336","3,5098862371","2,6992778621","2,1095851925","-1,7406168927","2,7728612899","1,6913288966","1,9132795476","0,0775501573","0,7188417315","0,6292040429","2,4044649138","0,1791105794","0,4618475671","-0,363047292","-5,3760397931","4,2247983764","4,2252686113","0,2541451452"
México,MEX,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"1,7151508139","1,2986462277","4,5949917228","8,2457865876","3,581338994","2,6322090623","2,4316234033","5,912633025","0,1406516231","3,1671419217","0,546748746","4,9021857234","4,5707565055","2,5862465725","2,5987334371","1,3763194377","0,3850887891","5,7939692448","6,6238387775","5,9740251023","7,1663418806","-2,0625684442","-6,5077232024","1,528290273","0,037494709","-5,6344173126","0,3141657106","-0,4990450919","1,8925397086","3,335307499","1,941126093","1,5682759009","0,9018863873","2,4248208581","-7,6412446079","4,3429871768","5,3621997861","4,4100218321","1,0830368346","3,3781576618","-1,9740608911","-1,7419726597","-0,3083518093","2,0545182803","0,6639102414","3,388757095","0,7430812264","-0,3280860862","-7,4470013529","3,5880027288","1,9777284997","2,117022962","-0,4675725865","1,2390799526","1,5107446605","0,6256827472","0,777009686","1,0062488188","-1,1057582723","-9,2866674967","5,1493326606","3,2976179386","2,4641443129"
Islas Marshall,MHL,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,"-0,6375098918","-0,5461694942","31,6244219252","12,4504164892","-3,1693995566","-2,929730314","-0,9283588781","2,1610570797","-1,202859477","-10,3459664328","2,4922839857","0,7373246341","10,9936393961","-0,1901786762","-9,9264479371","19,7331373789","5,2225642132","3,9277182669","-4,5345717554","0,3148734107","-2,0520670519","4,9942480713","3,9941493472","3,9743071467","6,3734876406","-11,7579263294","-7,9108554415","-2,1799659766","-2,5626607548","1,7175359416","6,5586261447","3,4779500757","-1,5562812321","-0,5864677196","1,9682661291","0,4581095119","3,7416202827","-7,2653002205","4,1297065395","5,7961743701","0,6241172501","0,1430553838","5,3274707195","0,671504268","4,1855107114","4,4290058442","6,2443201522","8,411602098","13,4691070167","0,0968588268","4,3897341035","0,4737699413","2,1764347124"
