Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Egipto, República Árabe de",EGY,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"2,4575343086","1,1874520368","7,6426584401","8,6083093365","2,2184787363","2,4058399648","-1,6684333537","-3,9661666353","2,8289195093","3,2121157577","1,7922240603","0,8578895327","1,3039876388","-0,608767804","6,5645483245","10,7841452316","6,5093337349","6,0179129588","1,9584945424","7,204758135","4,5966343968","7,0715973405","2,2868877951","6,7634313917","2,9173067303","1,9163957601","1,0483476015","2,6312111854","2,1600286426","2,9913320816","-1,2838980976","2,0728399944","0,5654758414","1,6649293383","2,3739367588","2,7496709986","3,2429007345","3,3354034374","3,8357065154","4,1888659801","1,4278750313","0,2713500202","1,0612595658","1,9986068467","2,4201256286","4,7841275644","5,0180848206","5,0781683735","2,6459186644","3,0366971853","-0,4574093601","-0,0597877609","-0,1536622377","0,5318240702","2,0955383061","2,1922086272","2,1287433806","3,3498150222","3,6753708302","1,7709687319","1,5918162882","4,9284561845","2,1697150463"
Zona del Euro,EMU,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"4,8354709725","4,8437039693","3,9937342013","4,9596600116","4,1225757986","3,5405263694","2,7166516469","4,9264710167","6,3925967283","5,0055677319","3,1898173141","4,1814738136","5,4832647164","2,6403931239","-1,2670889438","4,5708061979","2,6697649459","2,6919410751","3,4344755098","1,7063765615","0,1240988844","0,4208538642","1,18055004","2,2097437302","2,1210266674","2,2571485747","2,2564740047","3,9655858436","3,6657553896","3,140076291","1,8173313933","0,6838541888","-1,1425285188","2,1373390731","2,1910095624","1,4674861586","2,486978207","2,8194935937","2,6930744989","3,5397776115","1,8649506892","0,4733531968","0,1645445214","1,7477056986","1,1742188712","2,7644190512","2,4852651993","-0,0583948548","-4,838471569","1,9293596904","1,9373772319","-1,0625934955","-0,5503717819","1,0607584352","1,7595867768","1,5804432052","2,4245187511","1,5588677959","1,4834212836","-6,229985728","5,968884982","3,0138224285","-0,1339693655"
Eritrea,ERI,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,0039705597","17,5962826605","-2,6115837847","4,1023640694","6,6142857286","0,4058900282","-1,4178322414","-4,615491589","5,7052896234","-0,4516534061","-6,5430732005","-2,5778568464","0,0898264854","-2,6320896955","-0,170229234","-12,172514806","1,2455079059","0,1215916395","6,652182535",,,,,,,,,,,,
España,ESP,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"10,8044868565","8,9464702898","8,639492989","4,2672454166","5,1056321443","6,1534347246","3,0641265962","5,2121722914","7,8390830511","3,0935989221","3,3959270726","6,9621930613","6,6040257809","4,4710682685","-0,5390966489","2,2177725829","1,7856570999","0,4907281866","-0,8365280826","1,3913154184","-0,8398873516","0,6404089964","1,2755146078","1,3628971482","1,951329271","2,9452794046","5,273762859","4,871692072","4,6628151973","3,675767951","2,2853247769","0,4361149897","-1,543358244","1,8969068946","2,3049570684","2,2338534171","3,2687667863","3,9619652537","4,0678862683","4,7764007853","3,2141345668","1,2899771812","1,1362939896","1,3586486111","1,9157463926","2,3577724717","1,704571588","-0,7096448244","-4,611747923","-0,2971789039","-1,1662039069","-3,0219065374","-1,0797412652","1,6993526593","3,919117265","2,950815909","2,7344751551","1,8374604644","1,2546317547","-11,6001893006","6,2906594445","4,9680512437","1,2424954327"
Estonia,EST,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,5366944589","-19,7174331458","-3,282449713","0,4836927261","6,4096600071","6,5027844711","14,3472100175","5,3469001292","-0,7178244763","9,5564184693","6,6810335409","7,4498404283","8,2777122848","7,4444163746","10,1549947926","10,4147342313","8,0710253337","-4,8772865282","-14,4643283839","2,6781640391","7,5892116646","3,5983621596","1,8201541607","3,2818748137","1,7862746943","3,1255383046","5,6640390824","3,4236190584","3,6478638735","-1,1608694079","7,1357055606","-1,7825414456","-4,2372354213"
Etiopía,ETH,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,"1,7216869043","1,8584364134","1,3893176681","2,9752590775","4,5088372657","1,3695297347","1,314662999","-1,3798252728","0,6392156379","3,6295452352","1,4664864624","2,3601107608","0,6685909945","-1,1527079907","-2,3030444533","0,7964641734","1,048477612","-2,5227245167","5,8557478404","1,8364008113","-2,8657516546","5,3425423075","-5,2461676373","-13,5332080022","6,5683499652","10,1483818827","-3,2435309014","-3,9941231945","-0,8826766871","-10,9670136033","-12,3144517142","9,3986187877","-0,2024510749","2,6999013604","8,88160076","-0,0423476865","-6,3680317733","2,0254469438","2,9806940975","5,1832961021","-1,4194313495","-4,9635486109","10,3567353805","8,6881931474","7,7455957188","8,3228320587","7,68786008","5,7945537959","9,4198734286","8,0541204807","5,6186539193","7,5830989241","7,3145449234","7,4566950972","6,5012114967","6,6227890705","3,9984402559","5,5238105676","3,2808479842","2,9258045454","2,6775619127","3,8491826043"
Unión Europea,EUU,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"4,8763258268","4,8037092003","3,9048800462","5,083141572","4,3603779392","3,4524769569","2,7650178676","4,7976593931","6,2786520857","4,9186357536","3,0967107352","4,0688293867","5,3375168971","2,5024156625","-1,165197342","4,322745813","2,4278872028","2,5853733919","3,391235525","1,5816486573","0,1152366713","0,4973540555","1,1736070554","2,2662488157","2,0794999512","2,2941150613","2,2422097122","3,7798825273","3,5346859881","2,9650668495","1,074124511","0,5949565507","-0,9635882473","2,3830667579","2,4845922157","1,7155571159","2,4989252573","2,8729534029","2,7791000153","3,7762087218","2,0409890077","0,8789164834","0,5496721086","2,2084022017","1,5642933598","3,1594695429","2,8104802091","0,3190967484","-4,5748082041","2,082037848","2,0819479776","-0,8481279638","-0,3256755718","1,3475224511","2,0864541596","1,755926138","2,6834829748","1,8874477904","1,7220023116","-5,7213738687","6,1306315538","3,4341374061","-0,0200768894"
Frágiles y situaciones de conflicto afectados,FCS,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"-2,2851075674","5,5834585978","4,1778414713","2,9098957675","3,993480776","-1,2922129654","-7,8044344654","3,8876182386","10,5764135705","9,7667090369","5,2583518731","1,4865248331","1,5833137919","8,435423495","-2,4268659592","6,3832950297","2,4838356915","-2,4670436087","3,8355932999","2,962122825","-8,4920125055","-2,9455771024","-6,846872101","-3,4217552205","1,8533065024","-2,3361610974","-0,7490999579","1,393666402","-1,2082929984","2,4545267646","-8,0490709914","-2,2763525233","-4,4800786036","-6,0787331783","-2,8826774025","1,1301631756","2,31674691","2,6583325763","0,8197692568","3,1444128188","1,8183692261","2,2786587949","-1,4122460001","8,6259518427","3,3227176304","3,3183491959","3,5457445473","2,5721772323","0,5602649761","4,4196571416","-2,3461371795","3,0365109246","1,0121821473","-0,2396004691","-1,1702689536","-0,0962404319","0,2864052218","0,4929103708","0,2668002413","-8,4527022196","2,2695122068","-0,2564352117","-0,6629210982"
Finlandia,FIN,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"6,8479651813","2,2840485666","2,5574723644","4,6548528257","4,9523891273","1,9898469756","1,6170288657","1,8450062071","9,6569041477","7,8782144579","2,2278246092","7,0961535163","6,3779788106","2,6974577792","1,3540252942","0,0423511738","-0,040505648","2,6246257347","6,8484947592","5,0617146949","0,8846710178","2,5320040356","2,5038433848","2,6875198986","3,1179256862","2,422429813","3,2814764497","4,9117396996","4,7084433312","0,2249099533","-6,3989494393","-3,8365330524","-1,1414880632","3,5158852738","3,8198762877","3,327669342","6,0180527579","5,1775914803","4,1375747372","5,5539978528","2,3766548701","1,4609286224","1,7608385701","3,6905877974","2,428689227","3,6289413485","4,8523132762","0,3158863768","-8,5130284872","2,7149667345","2,0733963145","-1,8655911744","-1,3572156111","-0,7761083831","0,2130294197","2,5163798952","2,9505313728","1,0056541703","1,1132690921","-2,4951229676","2,625228575","1,0602654162","-1,53439327"
Fiji,FJI,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"0,3478814032","0,4179425687","3,0599476126","1,6912014052","-5,5623533047","-2,7672392704","10,539069865","5,4961105146","0,4186640052","10,4210341316","4,8294862266","5,5396589458","9,7449226657","0,9611142942","-1,129800287","0,8441660985","3,6628983258","-0,5141433382","9,5036946019","-4,0035997356","3,7470262749","-8,2474734197","-6,2622785897","5,8046290506","-6,8294455865","5,5450231461","-8,1145681505","-0,3111284438","6,2798529246","4,7526175334","-3,2457441979","5,826681399","1,8273426707","4,8866904792","2,3133046354","4,2353047072","-3,1765747467","0,133232217","7,5480525873","-2,7729623292","0,9317716471","2,159245426","0,0097755848","4,2808898486","-0,2471232911","0,9113308112","-1,6928105829","0,3474354145","-1,8949802466","2,5240496436","2,3449109769","1,1103281733","4,4597294814","5,3604865272","4,3143469774","2,3150250039","5,2790799363","3,8149493662","-0,5230262541","-17,2162605506","-5,3118753827","19,3509150932","7,2639507048"
Francia,FRA,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"3,8410549426","5,6823690971","5,1090718675","5,4614537447","3,6938843902","4,1230169171","3,8435238678","3,4981349965","6,157587908","5,1825941458","4,3862647771","3,6126104711","5,5110591088","3,5948629259","-1,5139099692","3,8717310444","2,9769103027","3,4743451983","3,0443199634","1,0270407843","0,4877296935","1,9107987169","0,7010537089","1,0031468648","1,0955389944","1,8045844248","2,0179214182","4,1886651943","3,8134722059","2,4302469652","0,1631463275","1,0945980347","-1,0594373348","1,9763922753","1,7361012436","1,0517245605","1,9721192445","3,2051530553","2,8886986204","3,2123848476","1,2425272898","0,4011891286","0,1094029786","2,0766249082","0,9036803867","1,7410852575","1,7952363671","-0,3024838264","-3,3703972834","1,4482452623","1,7006104018","-0,1711613361","0,058149505","0,4845644483","0,7540243523","0,8290566645","1,9949984473","1,5005391233","1,4958989876","-7,7910085087","6,131761316","2,1427316493","0,4098705991"
Islas Feroe,FRO,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,3385706429","-0,5379174627","3,7596346015","7,003385079","5,7962098441","5,3304556755","0,2503315649","0,0677860588","2,0099172919","1,2698629137","2,9236608362","-3,3002142419","4,8077517232","4,9994392409",
Micronesia (Estados Federados de),FSM,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,"-0,5378400221","-1,5171774913","30,5256287117","12,4015204755","-2,2650178312","-1,8101989197","0,1745429993","2,9413450687","-0,8170101039","-9,85405903","6,6051687918","-5,3743664067","-0,9347274293","-6,6359854887","13,340318999","5,0755143011","-1,4685259405","0,2363790224","1,5912357961","1,8397691348","5,4761979051","1,5152928387","4,9412093353","-3,1060534195","5,5750345483","-3,5817546143","-6,3550966311","2,5984810429","1,2535586946","4,6743663841","1,9494828048","0,5074942446","1,7420000057","-2,7609658417","2,4999242205","0,4977989841","-1,1469988142","-1,6651366095","1,8765923156","2,5255221378","2,9025960562","-2,1796287871","-4,0141114229","-2,677648939","4,2032511891","0,0608665135","0,3619781855","-0,4498372833","3,6611159067","-2,5965621472","1,8686018863","-1,676007224","-0,1428487801"
Gabón,GAB,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"13,4433303003","6,1361237564","4,7303042861","3,1525953912","6,8088516525","2,963555929","2,5125753291","0,8691561595","6,0461461594","6,3928961832","7,9980121645","9,0833546257","7,9279262856","36,5564393286","16,5994629415","32,5637457473","-14,6288796905","-25,8840512311","-2,0097007841","-0,0332087216","2,3854721339","-5,6356134222","2,8071610542","4,6298019413","-4,9631161355","-3,4919088015","-19,4051230072","9,7590559282","5,5897051825","2,3544819528","3,2792856142","-5,6543971034","1,2201519694","1,0364122893","2,3210679009","1,0459529402","3,1209124745","0,9096874055","-11,2029144222","-4,3626869552","-0,4955545688","-2,8590561854","-0,4751648746","-2,061050467","-0,2275344136","-5,6644854391","2,7767833136","-6,3424120833","-3,1132399876","3,4872941461","3,3823608481","1,5718549447","2,0000392451","0,887273108","0,7212326393","-0,731650626","-2,062816754","-1,5448721836","1,5682109196","-3,9695586343","-0,6386528729","0,9069575845","0,2665404309"
Reino Unido,GBR,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"1,9232739774","0,244341005","4,077740584","4,9104002083","1,4762808636","1,0090457849","2,2237329689","4,9605329068","1,5161515477","2,2998746685","3,0733143192","3,9685560979","6,3182449484","-2,5458770775","-1,4663352466","2,9355890907","2,4914378597","4,198675431","3,655965743","-2,148387296","-0,8222853011","2,0314557054","4,1863212872","2,1073801891","3,9113191278","2,9117103413","5,168872131","5,4978805899","2,3109288182","0,4330811501","-1,4084858002","0,1299329984","2,2444106336","3,5819675044","2,2607836301","2,3211538955","4,6550387154","3,113353056","2,7231196343","3,9466604151","2,1845967104","1,36197324","2,6673961662","1,845402665","2,0358420977","1,636445587","1,824364462","-1,0079010322","-5,3337193942","1,4403841581","0,3577266358","0,8095118418","1,1128556433","2,438574405","1,4134986826","1,1515493299","1,9600209936","0,791214735","1,0698333487","-10,687168021","8,7639858226","3,1681753722","-0,7146821651"
Georgia,GEO,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,"6,3130200431","5,215962104","3,512400365","3,800716196","10,9750442932","1,4104347488","1,8020555894","5,5488624771","7,8689857767","6,5908664076","5,337210738","6,168159176","6,8041888227","6,5829683375","3,6986761295","4,406613673","1,1424705984","3,3889730252","4,5315677189","4,025229349","-8,9876377963","0,448766892","4,5154769117","-7,4372317997","-14,7657166212","-21,6529464472","-45,324883756","-29,8414533346","-9,0082016469","6,525214338","15,3128352454","14,1232447419","5,6842910635","5,0055845377","3,8401802433","6,4457852929","6,4246528435","11,8096106868","6,4498499388","10,2895785215","10,0452966713","13,164350952","2,7332346709","-2,7911810482","7,024283669","8,8036288734","7,3667521546","5,4497826555","4,0416275231","3,1883929486","3,3883532832","5,1458267756","6,1034474509","5,5616716587","-6,3547871521","11,0650780068","10,8422088054","6,1065132201"
Ghana,GHA,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"0,5559586617","1,6475087729","1,9274840057","-0,2248108065","-1,0595133646","-6,5496471598","0,611065647","-2,0403542034","3,4056880219","6,8504714311","2,3632381652","-5,1641466414","-0,0111674475","3,8170112728","-14,9263698343","-6,2763718913","-0,7159388681","5,1940887144","-5,4985373852","-2,4883767955","-6,2504217716","-9,6750176971","-7,4976158948","5,7294846649","2,7132104101","2,7879353157","2,3116824693","3,0299768227","2,4275974212","0,6896722453","2,6471079035","1,3333558905","2,3169831247","0,8920846669","1,7361861369","2,2275340679","1,7777957639","2,2014838203","1,8843797061","1,1229323445","1,2703034193","1,6670509748","2,3828249421","2,8189092763","3,1203074253","3,6285779703","1,6632125309","6,37791278","2,2195680233","5,2672380289","11,3000726944","6,6363517018","4,712772226","0,4094009471","-0,2653329173","0,9832315747","5,739078113","3,9695473801","4,3059777501","-1,5416365264","2,9878364124","1,8238912855","0,995480411"
Gibraltar,GIB,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,"3,5097456457","0,5805626656","-0,1005554569","3,5757048758","1,2863889558","6,2846912502","-4,8165929053","5,1392632406","-2,8312012459","0,7978302515","-1,2727989045","-0,2338174751","-0,8390872012","-0,848888398","2,5403481898","0,5737428652","0,6486778484","3,5264186991","1,3086961339","0,7452248663","-1,4439563752","-0,0009342119","1,8552652781","0,8774587062","1,7189799638","1,5415350288","3,0399521868","1,702365885","1,4963385811","0,5104089158","2,3236054191","3,545380567","-0,995885505","0,1840861822","0,9793287402","-0,8764687292","4,3956432324","1,655245405","-3,5058243174","2,2681782888","3,034084217","3,3531803618","1,4377552666","1,153539503","1,2125531882","7,9877638054","7,5084056464","3,6978065259","2,9704508965","2,3172410111","1,3911415514","2,2264015438","4,5626652449"
Gambia,GMB,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,"-2,7578061229","6,4986219266","-0,4629410153","3,1332470207","-2,9273956774","-2,6617215081","6,0465322466","2,7791589306","9,0917257534","4,1259015159","0,2599150751","2,9925466786","-4,4766026786","2,8049213152","-0,0524112272","-4,0487837038","7,0794885678","-0,134554273","-4,4230607898","0,2245098082","-1,419555725","0,4619962259","1,7758036323","-0,5097696096","-0,9771389885","-0,6216278389","-0,6167922285","-2,9662738361","-2,0640701682","-0,7267089898","1,8786925621","0,509372433","3,328758783","2,4881027938","2,8028857701","-5,9686455082","3,8654393463","3,9977744118","-5,1830780106","-3,5149243064","-0,0855611256","3,007368864","3,3957012643","2,6743532759","-10,9320764425","2,034710374","-0,2186879776","-4,296675102","1,0970504894","-0,8754734067","2,0063076751","4,4394942943","3,5137937176","-1,9530836691","2,62763565","2,3558957894","2,7453528007"
Guinea-Bissau,GNB,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,"-4,3696726149","6,116219777","-0,1058671653","1,1431611835","1,9501968327","-1,251360682","-12,8364422825","6,3270418208","-1,3911855881","-16,9497422202","16,2802477438","2,5407786828","-4,9223992088","7,4082119114","2,5604026165","-2,3169037854","1,3166127466","2,9726818395","4,4215357758","4,4312602904","2,9527518294","-1,7709955466","-1,1711272467","0,088136677","1,8204213744","9,3122373723","4,4991677011","-23,8623176359","14,6458846565","-0,9018515023","2,5749641452","1,3724945887","-2,557752885","-1,1832121357","4,0339336615","0,1705770842","-0,0194905284","1,8659393794","-0,1524976119","2,9083907229","5,2773457442","-4,3117099161","0,5170159626","-1,6738705068","3,4281111548","2,6871797592","2,265238462","1,3288509419","2,0869658157","-0,7844987271","4,0820196905","1,9807064086","2,0538183482"
Guinea Ecuatorial,GNQ,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,"0,6257390702","-3,8807513998","-1,5448227211","-4,9847715493","6,822761065","-6,9763428548","0,0320883972","-1,3449885186","-4,936883457","-5,3731729785","-4,6263878673","29,8557915671","6,9989866617","12,4004213524","13,1391420719","60,3371039201","140,4800423701","19,0250379756","20,8112970567","13,0453344732","55,5903303753","13,9428769313","8,822883661","31,8742823872","11,5681412248","2,8643594255","10,0094444441","12,3343734976","-3,3869376908","-13,1544282596","1,8645931873","3,8621601214","-8,0100539546","-3,5577072967","-12,6046850421","-12,2028354364","-9,0336974374","-9,4448452585","-8,5820570003","-7,3572284175","-1,5103813701","1,2117041478","-7,8785835166"
Grecia,GRC,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"12,3097946075","-0,2313622945","11,4308116299","9,0136629418","10,2510609913","5,7116721202","4,8123959311","6,508586956","11,1567349589","8,6822882792","7,3743271422","9,4463913719","7,602608093","-6,7820857452","5,3730570524","5,2050821682","1,6103021507","5,8652718473","2,0024576578","-0,3068988676","-2,432461477","-1,7402519737","-1,6524025034","1,5036716092","2,1122949647","0,1857383046","-2,5851236079","3,9097769123","3,2597298884","-1,0522328983","1,8698347085","-0,0662995182","-2,1771501799","1,4905589521","1,6238248435","2,4098428804","3,9700820509","3,3206994427","2,6781000702","3,4955633741","3,5916527118","3,5426227057","5,5423612445","4,8013786611","0,3045681128","5,3356016909","3,0109840217","-0,5993897902","-4,552117076","-5,5995501915","-10,0162812052","-6,5829044495","-1,8065513734","1,1472119568","0,4636527863","-0,0724245841","1,2922902903","1,8749031635","1,9868657665","-9,1216270467","9,7067696927","6,997744732","2,6576181784"
Granada,GRD,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,"5,9109280291","6,2329773109","-0,1110725901","1,1247324566","2,709101898","1,8982753914","2,0703207444","4,9702371142","6,8574755727","9,4162616406","3,7111274747","4,450633391","4,1984855972","0,6629458917","-2,1091537771","-3,0459977328","0,7069193954","1,2599122534","3,6552916139","4,316047976","11,0684603323","6,2749229141","4,2933735859","-2,4813929474","3,1553894216","8,9515845906","-1,3514349261","12,517958906","-4,6302385866","5,4234018684","0,271734915","-7,2490587949","-1,2003507094","-0,005969379","-2,0024819876","1,4470090497","6,4076618736","5,5434179281","2,88696863","3,6138484247","3,5759757534","-0,0503174828","-14,4114869435","3,8918835796","6,6123302994","4,190479938"
Groenlandia,GRL,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,"11,1445657353","3,7591576011","5,2802088621","4,638514055","0,4433243344","5,7460109049","9,4831795439","6,4476794691","4,0149474801","7,3770898578","-0,9137836459","-5,3476252976","2,2657707946","-6,2591644562","2,6821738057","6,4967770112","4,3456406154","4,2546594795","5,6951730076","-12,1958664393","0,0665111417","-4,7685235406","-4,8558817827","5,3518056404","3,1709964273","1,3480101031","1,2877318696","7,5658997809","1,3778844452","6,9110246454","0,9994635571","-1,4242583592","4,1430539634","6,6323237112","4,9432360442","5,8550302811","2,7487810794","6,5939787486","0,8749065707","0,6953145557","-0,4702836351","1,5369769446","-0,7268616431","5,0919273331","-2,2149188822","4,5478085807","0,077664774","0,8906847411","2,4627315943","-0,0647842811","0,7788695137",,
Guatemala,GTM,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"1,2805927593","0,5407176856","6,3863393043","1,6489603466","1,428942427","2,5942075225","1,2936334788","5,8988101383","2,0593760163","3,0900463412","3,0456550996","4,8165819028","4,3275166374","3,9645156123","-0,3255946588","5,0094619112","5,4104292227","2,608521671","2,2413262845","1,2035450099","-1,9271053485","-6,0734122388","-5,182241878","-2,2192248808","-3,3093015974","-2,5861932677","0,7166208727","1,0558318396","1,1136875304","0,3214495961","0,9075874689","2,1224769061","1,3098623566","1,4747191723","2,4054893745","0,5134742828","1,9319116889","2,5426524467","1,4153536964","1,1175291324","-0,0965681262","1,4803885197","0,3480078594","0,9683631132","1,1529340924","3,2382193706","4,2571489299","1,3216597835","-1,3954706558","1,0118948603","2,28579517","1,1605088897","1,8886425805","2,6539119094","2,3462951462","0,9893657494","1,4156488412","1,7651363991","2,4074147221","-3,2733219678","6,4154055519","2,6295831971","2,0468075499"
Guam,GUM,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3717840911","6,0918501799","3,3738031417","-3,7958610329","0,6634200013","2,0581261009","0,5271734923","2,0617082779","-0,3718364204","1,6777863304","1,2874305754","1,4959532543","0,5645873679","-0,0370116025","0,7345216618","-0,870563254","2,5564341007","-10,8398117152","1,2783867783","4,3411706782",
Guyana,GUY,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"1,7357564021","-1,609111909","-14,5214975713","8,689205959","8,1183910182","3,1652315204","2,4866840117","-0,5693005009","5,4520122045","2,8744724372","1,8644976062","-4,4010040957","0,1528774555","6,5587999469","7,3351754365","0,4639450329","-3,6393026521","-2,7299867618","-2,5800892301","1,2509591451","1,2996006227","-13,1849012155","-6,6406674008","-4,7392984192","2,841777089","-0,3637818101","1,5338277789","-3,0261367134","-4,2153785075","-2,3174446821","6,4883143477","7,6274188312","7,8579010693","8,1911353452","4,7320110336","7,6859048783","5,9500859555","-1,8721868627","2,7812652391","-1,4985586626","2,1774856509","1,0642584262","-0,663450848","1,5817835941","-1,8586787549","5,315645839","7,4527954334","2,0751354961","4,0103654328","4,6015377876","5,7195259828","5,313688445","3,1743781662","1,1862626655","0,1651851369","3,2527859261","3,1684214178","1,4809865147","3,6066603663","43,75879921","18,9089817486","62,5993492898","32,1820072777"
Ingreso alto,HIC,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"3,1975751761","4,3089693897","3,7881279694","5,1145459141","4,3108424805","4,4496940529","2,8146919943","4,8877408988","4,6100343297","2,0525949932","2,8388397075","4,5340625172","5,3469245318","0,2482593865","-1,0653276782","4,1417357042","3,0656550859","3,335475","3,2434013677","0,4859774853","1,1349044605","-0,9787549162","2,1069904452","3,9930384251","2,8574043302","2,5878572367","2,8167721684","3,9986079578","3,1414630664","2,0376289409","0,1658171765","0,7770073533","0,3869229992","2,2535554887","2,1157406501","2,3121366857","2,9072858862","2,1858379138","3,0004955081","3,7576995586","1,1045041543","1,1424891619","1,8147091427","2,9950307418","2,4306471294","2,5830082385","2,1489104149","-0,0517713368","-4,0103454036","2,4747582699","1,62569654","0,9525948337","1,0589635891","1,595608566","1,79147324","1,2959194982","1,9993985659","1,9242432132","1,4633593015","-4,2440702518","5,6591441098","2,4227701924","1,1311573765"
"Hong Kong, Región Administrativa Especial",HKG,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,"9,5502883693","11,8480462633","6,0337557987","11,6692197678","0,8974024826","-0,9321827256","1,2248352832","9,5801244236","6,5835496629","5,0040816515","8,5114850173","9,1562680471","-0,7711108894","-1,3956157641","14,7141057585","10,1241889223","6,3171360769","5,6232931959","7,2072000891","6,7250919955","1,3638992775","4,3789319053","8,8980008846","-0,319441333","9,6811026572","12,2625285994","7,6033581468","1,2229308005","3,4974313328","4,8290393137","5,3466056996","4,3924830673","3,674848908","0,3665465733","-0,2678585749","4,2284075807","-6,6651190255","1,5322977884","6,718457751","-0,1775729602","1,2075018007","3,2599203893","7,8556230169","6,9200026676","6,3474227201","5,5535299508","1,5188365036","-2,6689210558","5,9863838688","4,1121546246","0,5837594017","2,687923392","2,0431302651","1,5200144271","1,5445273516","3,0014606762","2,0271833238","-2,3966656292","-6,2087346384","7,4294616694","-2,8022746064","0,6127991025"
Honduras,HND,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"-1,0626035033","2,7436023712","0,6181480698","2,4009379749","5,9080825081","2,3479441545","2,9417766875","3,5304672396","-2,2657654375","0,5965154077","0,921467254","2,5951828531","4,6588044062","-4,0562781069","-0,8745532997","7,0816738813","6,9737541164","2,7055963512","2,3699508266","-2,4696000612","-4,207532569","-4,9988037138","-2,0727889789","3,2303483859","2,5984400463","2,3479441781","3,6505429472","-1,0729114301","-0,1062802759","-0,0471084831","-5,9917681835","3,1386864197","3,5495743447","-2,5552217947","3,2682744263","-0,9198102072","1,7454879285","0,8902688316","-3,3229070913","4,4004123235","0,0020399276","1,0636806696","1,9054034349","3,6205107315","3,5102174627","4,0825228459","3,7862042334","1,9503936324","-4,5006219212","1,599903281","1,7695630868","2,1169869988","0,8610326107","1,1704306795","1,9781320901","2,0668393461","3,0345808354","2,0846185879","0,8503223827","-10,4305071089","10,8504463017","2,6011524308","2,0090058418"
